"";"id1";"id2";"tradeno";"bid1";"bid2";"payoff1";"payoff2"
"14997";2;4;14997;"defect";"defect";2;2
"14998";5;8;14998;"cooperate";"cooperate";4;4
"14999";7;1;14999;"defect";"cooperate";5;0
"15000";6;3;15000;"defect";"defect";2;2
"15001";5;3;15001;"cooperate";"cooperate";4;4
"15002";6;1;15002;"defect";"cooperate";5;0
"15003";7;8;15003;"defect";"defect";2;2
"15004";4;2;15004;"defect";"defect";2;2
"15005";2;7;15005;"defect";"defect";2;2
"15006";5;8;15006;"cooperate";"cooperate";4;4
"15007";6;3;15007;"defect";"defect";2;2
"15008";4;1;15008;"cooperate";"cooperate";4;4
"15009";1;7;15009;"cooperate";"defect";0;5
"15010";6;8;15010;"defect";"defect";2;2
"15011";4;5;15011;"defect";"defect";2;2
"15012";2;3;15012;"cooperate";"cooperate";4;4
"15013";7;4;15013;"defect";"defect";2;2
"15014";6;2;15014;"defect";"defect";2;2
"15015";5;3;15015;"cooperate";"cooperate";4;4
"15016";1;8;15016;"cooperate";"cooperate";4;4
"15017";8;7;15017;"defect";"defect";2;2
"15018";3;5;15018;"cooperate";"cooperate";4;4
"15019";1;4;15019;"cooperate";"defect";0;5
"15020";2;6;15020;"defect";"defect";2;2
"15021";4;1;15021;"defect";"cooperate";5;0
"15022";8;7;15022;"defect";"defect";2;2
"15023";2;5;15023;"cooperate";"cooperate";4;4
"15024";3;6;15024;"defect";"defect";2;2
"15025";8;1;15025;"cooperate";"cooperate";4;4
"15026";6;7;15026;"defect";"defect";2;2
"15027";2;3;15027;"cooperate";"cooperate";4;4
"15028";5;4;15028;"defect";"defect";2;2
"15029";3;6;15029;"defect";"defect";2;2
"15030";4;1;15030;"defect";"cooperate";5;0
"15031";5;8;15031;"cooperate";"cooperate";4;4
"15032";2;7;15032;"defect";"defect";2;2
"15033";6;5;15033;"defect";"defect";2;2
"15034";2;8;15034;"cooperate";"cooperate";4;4
"15035";7;4;15035;"defect";"defect";2;2
"15036";1;3;15036;"cooperate";"cooperate";4;4
"15037";8;2;15037;"cooperate";"cooperate";4;4
"15038";3;4;15038;"defect";"defect";2;2
"15039";1;7;15039;"cooperate";"defect";0;5
"15040";5;6;15040;"defect";"defect";2;2
"15041";6;5;15041;"defect";"defect";2;2
"15042";4;1;15042;"cooperate";"cooperate";4;4
"15043";2;3;15043;"cooperate";"cooperate";4;4
"15044";7;8;15044;"defect";"defect";2;2
"15045";5;2;15045;"cooperate";"cooperate";4;4
"15046";6;4;15046;"defect";"defect";2;2
"15047";8;1;15047;"cooperate";"cooperate";4;4
"15048";3;7;15048;"defect";"defect";2;2
"15049";4;5;15049;"defect";"defect";2;2
"15050";6;8;15050;"defect";"defect";2;2
"15051";7;3;15051;"defect";"defect";2;2
"15052";2;1;15052;"cooperate";"cooperate";4;4
"15053";6;7;15053;"defect";"defect";2;2
"15054";2;5;15054;"cooperate";"cooperate";4;4
"15055";1;3;15055;"cooperate";"cooperate";4;4
"15056";4;8;15056;"defect";"defect";2;2
"15057";1;8;15057;"cooperate";"cooperate";4;4
"15058";5;6;15058;"defect";"defect";2;2
"15059";3;7;15059;"defect";"defect";2;2
"15060";2;4;15060;"defect";"defect";2;2
"15061";6;2;15061;"defect";"defect";2;2
"15062";3;5;15062;"cooperate";"cooperate";4;4
"15063";4;8;15063;"defect";"defect";2;2
"15064";7;1;15064;"defect";"cooperate";5;0
"15065";7;2;15065;"defect";"defect";2;2
"15066";8;3;15066;"cooperate";"cooperate";4;4
"15067";1;4;15067;"cooperate";"defect";0;5
"15068";6;5;15068;"defect";"defect";2;2
"15069";1;5;15069;"cooperate";"cooperate";4;4
"15070";6;8;15070;"defect";"defect";2;2
"15071";2;7;15071;"defect";"defect";2;2
"15072";3;4;15072;"defect";"defect";2;2
"15073";1;6;15073;"cooperate";"defect";0;5
"15074";4;2;15074;"defect";"defect";2;2
"15075";5;3;15075;"cooperate";"cooperate";4;4
"15076";7;8;15076;"defect";"defect";2;2
"15077";7;5;15077;"defect";"defect";2;2
"15078";2;6;15078;"defect";"defect";2;2
"15079";8;1;15079;"cooperate";"cooperate";4;4
"15080";3;4;15080;"defect";"defect";2;2
"15081";7;4;15081;"defect";"defect";2;2
"15082";8;3;15082;"cooperate";"cooperate";4;4
"15083";5;1;15083;"cooperate";"cooperate";4;4
"15084";2;6;15084;"defect";"defect";2;2
"15085";6;2;15085;"defect";"defect";2;2
"15086";5;4;15086;"defect";"defect";2;2
"15087";7;3;15087;"defect";"defect";2;2
"15088";1;8;15088;"cooperate";"cooperate";4;4
"15089";8;5;15089;"cooperate";"cooperate";4;4
"15090";2;6;15090;"defect";"defect";2;2
"15091";1;3;15091;"cooperate";"cooperate";4;4
"15092";7;4;15092;"defect";"defect";2;2
"15093";7;5;15093;"defect";"defect";2;2
"15094";4;8;15094;"defect";"defect";2;2
"15095";3;1;15095;"cooperate";"cooperate";4;4
"15096";6;2;15096;"defect";"defect";2;2
"15097";4;6;15097;"defect";"defect";2;2
"15098";8;3;15098;"cooperate";"cooperate";4;4
"15099";2;1;15099;"cooperate";"cooperate";4;4
"15100";7;5;15100;"defect";"defect";2;2
"15101";4;3;15101;"defect";"defect";2;2
"15102";6;1;15102;"defect";"cooperate";5;0
"15103";5;7;15103;"defect";"defect";2;2
"15104";8;2;15104;"cooperate";"cooperate";4;4
"15105";7;4;15105;"defect";"defect";2;2
"15106";1;2;15106;"cooperate";"cooperate";4;4
"15107";3;8;15107;"cooperate";"cooperate";4;4
"15108";6;5;15108;"defect";"defect";2;2
"15109";6;4;15109;"defect";"defect";2;2
"15110";1;2;15110;"cooperate";"cooperate";4;4
"15111";8;7;15111;"defect";"defect";2;2
"15112";5;3;15112;"cooperate";"cooperate";4;4
"15113";8;7;15113;"defect";"defect";2;2
"15114";6;4;15114;"defect";"defect";2;2
"15115";3;5;15115;"cooperate";"cooperate";4;4
"15116";1;2;15116;"cooperate";"cooperate";4;4
"15117";8;6;15117;"defect";"defect";2;2
"15118";7;4;15118;"defect";"defect";2;2
"15119";2;5;15119;"cooperate";"cooperate";4;4
"15120";1;3;15120;"cooperate";"cooperate";4;4
"15121";3;7;15121;"defect";"defect";2;2
"15122";5;2;15122;"cooperate";"cooperate";4;4
"15123";1;6;15123;"cooperate";"defect";0;5
"15124";8;4;15124;"defect";"defect";2;2
"15125";6;1;15125;"defect";"cooperate";5;0
"15126";3;5;15126;"cooperate";"cooperate";4;4
"15127";4;2;15127;"defect";"defect";2;2
"15128";8;7;15128;"defect";"defect";2;2
"15129";7;8;15129;"defect";"defect";2;2
"15130";3;5;15130;"cooperate";"cooperate";4;4
"15131";6;1;15131;"defect";"cooperate";5;0
"15132";4;2;15132;"defect";"defect";2;2
"15133";7;1;15133;"defect";"cooperate";5;0
"15134";3;4;15134;"defect";"defect";2;2
"15135";5;8;15135;"cooperate";"cooperate";4;4
"15136";2;6;15136;"defect";"defect";2;2
"15137";7;3;15137;"defect";"defect";2;2
"15138";2;8;15138;"cooperate";"cooperate";4;4
"15139";6;4;15139;"defect";"defect";2;2
"15140";5;1;15140;"cooperate";"cooperate";4;4
"15141";3;7;15141;"defect";"defect";2;2
"15142";8;6;15142;"defect";"defect";2;2
"15143";2;5;15143;"cooperate";"cooperate";4;4
"15144";4;1;15144;"defect";"cooperate";5;0
"15145";1;3;15145;"cooperate";"cooperate";4;4
"15146";2;6;15146;"defect";"defect";2;2
"15147";5;8;15147;"cooperate";"cooperate";4;4
"15148";7;4;15148;"defect";"defect";2;2
"15149";5;7;15149;"defect";"defect";2;2
"15150";8;2;15150;"cooperate";"cooperate";4;4
"15151";6;4;15151;"defect";"defect";2;2
"15152";3;1;15152;"cooperate";"cooperate";4;4
"15153";6;5;15153;"defect";"defect";2;2
"15154";3;2;15154;"cooperate";"cooperate";4;4
"15155";8;4;15155;"defect";"defect";2;2
"15156";1;7;15156;"cooperate";"defect";0;5
"15157";3;7;15157;"defect";"defect";2;2
"15158";1;6;15158;"cooperate";"defect";0;5
"15159";5;2;15159;"cooperate";"cooperate";4;4
"15160";8;4;15160;"defect";"defect";2;2
"15161";3;8;15161;"cooperate";"cooperate";4;4
"15162";5;2;15162;"cooperate";"cooperate";4;4
"15163";4;1;15163;"defect";"cooperate";5;0
"15164";6;7;15164;"defect";"defect";2;2
"15165";4;8;15165;"defect";"defect";2;2
"15166";6;2;15166;"defect";"defect";2;2
"15167";5;1;15167;"cooperate";"cooperate";4;4
"15168";7;3;15168;"defect";"defect";2;2
"15169";7;8;15169;"defect";"defect";2;2
"15170";4;2;15170;"defect";"defect";2;2
"15171";1;6;15171;"cooperate";"defect";0;5
"15172";3;5;15172;"cooperate";"cooperate";4;4
"15173";3;8;15173;"cooperate";"cooperate";4;4
"15174";5;7;15174;"defect";"defect";2;2
"15175";1;6;15175;"cooperate";"defect";0;5
"15176";2;4;15176;"defect";"defect";2;2
"15177";4;7;15177;"defect";"defect";2;2
"15178";1;6;15178;"cooperate";"defect";0;5
"15179";2;8;15179;"cooperate";"cooperate";4;4
"15180";3;5;15180;"cooperate";"cooperate";4;4
"15181";2;5;15181;"cooperate";"cooperate";4;4
"15182";8;3;15182;"cooperate";"cooperate";4;4
"15183";1;7;15183;"cooperate";"defect";0;5
"15184";4;6;15184;"defect";"defect";2;2
"15185";2;4;15185;"defect";"defect";2;2
"15186";6;8;15186;"defect";"defect";2;2
"15187";7;5;15187;"defect";"defect";2;2
"15188";1;3;15188;"cooperate";"cooperate";4;4
"15189";1;3;15189;"cooperate";"cooperate";4;4
"15190";4;5;15190;"defect";"defect";2;2
"15191";7;6;15191;"defect";"defect";2;2
"15192";8;2;15192;"cooperate";"cooperate";4;4
"15193";7;2;15193;"defect";"defect";2;2
"15194";1;3;15194;"cooperate";"cooperate";4;4
"15195";4;6;15195;"defect";"defect";2;2
"15196";5;8;15196;"cooperate";"cooperate";4;4
"15197";3;1;15197;"cooperate";"cooperate";4;4
"15198";5;7;15198;"defect";"defect";2;2
"15199";8;4;15199;"defect";"defect";2;2
"15200";6;2;15200;"defect";"defect";2;2
"15201";3;7;15201;"defect";"defect";2;2
"15202";8;4;15202;"defect";"defect";2;2
"15203";1;5;15203;"cooperate";"cooperate";4;4
"15204";6;2;15204;"defect";"defect";2;2
"15205";8;2;15205;"cooperate";"cooperate";4;4
"15206";6;5;15206;"defect";"defect";2;2
"15207";1;4;15207;"cooperate";"cooperate";4;4
"15208";3;7;15208;"defect";"defect";2;2
"15209";3;5;15209;"cooperate";"cooperate";4;4
"15210";8;4;15210;"defect";"defect";2;2
"15211";7;1;15211;"defect";"cooperate";5;0
"15212";2;6;15212;"defect";"defect";2;2
"15213";2;3;15213;"cooperate";"cooperate";4;4
"15214";7;4;15214;"defect";"defect";2;2
"15215";6;8;15215;"defect";"defect";2;2
"15216";5;1;15216;"cooperate";"cooperate";4;4
"15217";7;1;15217;"defect";"cooperate";5;0
"15218";6;2;15218;"defect";"defect";2;2
"15219";8;3;15219;"cooperate";"cooperate";4;4
"15220";4;5;15220;"defect";"defect";2;2
"15221";8;2;15221;"cooperate";"cooperate";4;4
"15222";5;3;15222;"cooperate";"cooperate";4;4
"15223";6;7;15223;"defect";"defect";2;2
"15224";1;4;15224;"cooperate";"defect";0;5
"15225";3;1;15225;"cooperate";"cooperate";4;4
"15226";5;6;15226;"defect";"defect";2;2
"15227";7;2;15227;"defect";"defect";2;2
"15228";4;8;15228;"defect";"defect";2;2
"15229";5;1;15229;"cooperate";"cooperate";4;4
"15230";3;6;15230;"defect";"defect";2;2
"15231";4;2;15231;"defect";"defect";2;2
"15232";8;7;15232;"defect";"defect";2;2
"15233";6;1;15233;"defect";"cooperate";5;0
"15234";3;5;15234;"cooperate";"cooperate";4;4
"15235";8;2;15235;"cooperate";"cooperate";4;4
"15236";4;7;15236;"defect";"defect";2;2
"15237";5;4;15237;"defect";"defect";2;2
"15238";2;1;15238;"cooperate";"cooperate";4;4
"15239";3;7;15239;"defect";"defect";2;2
"15240";8;6;15240;"defect";"defect";2;2
"15241";5;4;15241;"defect";"defect";2;2
"15242";8;6;15242;"defect";"defect";2;2
"15243";3;1;15243;"cooperate";"cooperate";4;4
"15244";2;7;15244;"defect";"defect";2;2
"15245";3;5;15245;"cooperate";"cooperate";4;4
"15246";2;7;15246;"defect";"defect";2;2
"15247";4;6;15247;"defect";"defect";2;2
"15248";8;1;15248;"cooperate";"cooperate";4;4
"15249";2;4;15249;"defect";"defect";2;2
"15250";6;3;15250;"defect";"defect";2;2
"15251";8;1;15251;"cooperate";"cooperate";4;4
"15252";7;5;15252;"defect";"defect";2;2
"15253";4;8;15253;"defect";"defect";2;2
"15254";1;6;15254;"cooperate";"defect";0;5
"15255";5;2;15255;"cooperate";"cooperate";4;4
"15256";7;3;15256;"defect";"defect";2;2
"15257";3;8;15257;"cooperate";"cooperate";4;4
"15258";1;6;15258;"cooperate";"defect";0;5
"15259";7;5;15259;"defect";"defect";2;2
"15260";4;2;15260;"defect";"defect";2;2
"15261";7;2;15261;"defect";"defect";2;2
"15262";8;5;15262;"cooperate";"cooperate";4;4
"15263";1;6;15263;"cooperate";"defect";0;5
"15264";4;3;15264;"defect";"defect";2;2
"15265";6;8;15265;"defect";"defect";2;2
"15266";2;5;15266;"cooperate";"cooperate";4;4
"15267";4;7;15267;"defect";"defect";2;2
"15268";3;1;15268;"cooperate";"cooperate";4;4
"15269";4;7;15269;"defect";"defect";2;2
"15270";3;6;15270;"defect";"defect";2;2
"15271";5;8;15271;"cooperate";"cooperate";4;4
"15272";2;1;15272;"cooperate";"cooperate";4;4
"15273";3;8;15273;"cooperate";"cooperate";4;4
"15274";1;2;15274;"cooperate";"cooperate";4;4
"15275";6;7;15275;"defect";"defect";2;2
"15276";4;5;15276;"defect";"defect";2;2
"15277";5;2;15277;"cooperate";"cooperate";4;4
"15278";1;3;15278;"cooperate";"cooperate";4;4
"15279";8;6;15279;"defect";"defect";2;2
"15280";4;7;15280;"defect";"defect";2;2
"15281";3;8;15281;"cooperate";"cooperate";4;4
"15282";4;6;15282;"defect";"defect";2;2
"15283";5;7;15283;"defect";"defect";2;2
"15284";2;1;15284;"cooperate";"cooperate";4;4
"15285";2;5;15285;"cooperate";"cooperate";4;4
"15286";7;4;15286;"defect";"defect";2;2
"15287";8;1;15287;"cooperate";"cooperate";4;4
"15288";3;6;15288;"defect";"defect";2;2
"15289";4;5;15289;"defect";"defect";2;2
"15290";3;2;15290;"cooperate";"cooperate";4;4
"15291";1;8;15291;"cooperate";"cooperate";4;4
"15292";6;7;15292;"defect";"defect";2;2
"15293";6;8;15293;"defect";"defect";2;2
"15294";1;2;15294;"cooperate";"cooperate";4;4
"15295";7;3;15295;"defect";"defect";2;2
"15296";5;4;15296;"defect";"defect";2;2
"15297";1;7;15297;"cooperate";"defect";0;5
"15298";6;2;15298;"defect";"defect";2;2
"15299";5;8;15299;"cooperate";"cooperate";4;4
"15300";3;4;15300;"defect";"defect";2;2
"15301";3;1;15301;"cooperate";"cooperate";4;4
"15302";6;5;15302;"defect";"defect";2;2
"15303";8;4;15303;"defect";"defect";2;2
"15304";7;2;15304;"defect";"defect";2;2
"15305";5;1;15305;"cooperate";"cooperate";4;4
"15306";7;4;15306;"defect";"defect";2;2
"15307";6;2;15307;"defect";"defect";2;2
"15308";8;3;15308;"cooperate";"cooperate";4;4
"15309";2;5;15309;"cooperate";"cooperate";4;4
"15310";6;1;15310;"defect";"cooperate";5;0
"15311";7;4;15311;"defect";"defect";2;2
"15312";3;8;15312;"cooperate";"cooperate";4;4
"15313";7;2;15313;"defect";"defect";2;2
"15314";8;3;15314;"cooperate";"cooperate";4;4
"15315";6;5;15315;"defect";"defect";2;2
"15316";1;4;15316;"cooperate";"defect";0;5
"15317";7;6;15317;"defect";"defect";2;2
"15318";8;5;15318;"cooperate";"cooperate";4;4
"15319";2;4;15319;"defect";"defect";2;2
"15320";1;3;15320;"cooperate";"cooperate";4;4
"15321";5;7;15321;"defect";"defect";2;2
"15322";1;6;15322;"cooperate";"defect";0;5
"15323";2;3;15323;"cooperate";"cooperate";4;4
"15324";8;4;15324;"defect";"defect";2;2
"15325";8;6;15325;"defect";"defect";2;2
"15326";2;7;15326;"defect";"defect";2;2
"15327";1;4;15327;"cooperate";"defect";0;5
"15328";3;5;15328;"cooperate";"cooperate";4;4
"15329";2;4;15329;"defect";"defect";2;2
"15330";5;1;15330;"cooperate";"cooperate";4;4
"15331";3;6;15331;"defect";"defect";2;2
"15332";7;8;15332;"defect";"defect";2;2
"15333";6;3;15333;"defect";"defect";2;2
"15334";7;2;15334;"defect";"defect";2;2
"15335";5;1;15335;"cooperate";"cooperate";4;4
"15336";8;4;15336;"defect";"defect";2;2
"15337";6;3;15337;"defect";"defect";2;2
"15338";7;4;15338;"defect";"defect";2;2
"15339";5;1;15339;"cooperate";"cooperate";4;4
"15340";8;2;15340;"cooperate";"cooperate";4;4
"15341";1;5;15341;"cooperate";"cooperate";4;4
"15342";6;7;15342;"defect";"defect";2;2
"15343";4;3;15343;"defect";"defect";2;2
"15344";8;2;15344;"cooperate";"cooperate";4;4
"15345";1;3;15345;"cooperate";"cooperate";4;4
"15346";6;5;15346;"defect";"defect";2;2
"15347";4;2;15347;"defect";"defect";2;2
"15348";8;7;15348;"defect";"defect";2;2
"15349";1;6;15349;"cooperate";"defect";0;5
"15350";7;3;15350;"defect";"defect";2;2
"15351";8;2;15351;"cooperate";"cooperate";4;4
"15352";5;4;15352;"defect";"defect";2;2
"15353";6;8;15353;"defect";"defect";2;2
"15354";1;5;15354;"cooperate";"cooperate";4;4
"15355";7;2;15355;"defect";"defect";2;2
"15356";3;4;15356;"defect";"defect";2;2
"15357";5;4;15357;"defect";"defect";2;2
"15358";7;2;15358;"defect";"defect";2;2
"15359";6;3;15359;"defect";"defect";2;2
"15360";8;1;15360;"cooperate";"cooperate";4;4
"15361";2;8;15361;"cooperate";"cooperate";4;4
"15362";7;5;15362;"defect";"defect";2;2
"15363";6;3;15363;"defect";"defect";2;2
"15364";1;4;15364;"cooperate";"cooperate";4;4
"15365";6;7;15365;"defect";"defect";2;2
"15366";5;3;15366;"cooperate";"cooperate";4;4
"15367";8;4;15367;"defect";"defect";2;2
"15368";1;2;15368;"cooperate";"cooperate";4;4
"15369";5;1;15369;"cooperate";"cooperate";4;4
"15370";4;6;15370;"defect";"defect";2;2
"15371";8;7;15371;"defect";"defect";2;2
"15372";3;2;15372;"cooperate";"cooperate";4;4
"15373";6;3;15373;"defect";"defect";2;2
"15374";5;4;15374;"defect";"defect";2;2
"15375";8;1;15375;"cooperate";"cooperate";4;4
"15376";7;2;15376;"defect";"defect";2;2
"15377";4;1;15377;"defect";"cooperate";5;0
"15378";8;6;15378;"defect";"defect";2;2
"15379";2;7;15379;"defect";"defect";2;2
"15380";3;5;15380;"cooperate";"cooperate";4;4
"15381";7;4;15381;"defect";"defect";2;2
"15382";2;5;15382;"cooperate";"cooperate";4;4
"15383";6;1;15383;"defect";"cooperate";5;0
"15384";3;8;15384;"cooperate";"cooperate";4;4
"15385";4;2;15385;"defect";"defect";2;2
"15386";1;7;15386;"cooperate";"defect";0;5
"15387";3;5;15387;"cooperate";"cooperate";4;4
"15388";8;6;15388;"defect";"defect";2;2
"15389";5;6;15389;"defect";"defect";2;2
"15390";2;8;15390;"cooperate";"cooperate";4;4
"15391";1;4;15391;"cooperate";"defect";0;5
"15392";3;7;15392;"defect";"defect";2;2
"15393";5;4;15393;"defect";"defect";2;2
"15394";8;2;15394;"cooperate";"cooperate";4;4
"15395";7;6;15395;"defect";"defect";2;2
"15396";1;3;15396;"cooperate";"cooperate";4;4
"15397";7;4;15397;"defect";"defect";2;2
"15398";8;1;15398;"cooperate";"cooperate";4;4
"15399";5;2;15399;"cooperate";"cooperate";4;4
"15400";6;3;15400;"defect";"defect";2;2
"15401";6;2;15401;"defect";"defect";2;2
"15402";8;5;15402;"cooperate";"cooperate";4;4
"15403";3;7;15403;"defect";"defect";2;2
"15404";4;1;15404;"defect";"cooperate";5;0
"15405";5;7;15405;"defect";"defect";2;2
"15406";3;1;15406;"cooperate";"cooperate";4;4
"15407";6;8;15407;"defect";"defect";2;2
"15408";2;4;15408;"defect";"defect";2;2
"15409";1;3;15409;"cooperate";"cooperate";4;4
"15410";7;2;15410;"defect";"defect";2;2
"15411";8;6;15411;"defect";"defect";2;2
"15412";5;4;15412;"defect";"defect";2;2
"15413";4;7;15413;"defect";"defect";2;2
"15414";2;6;15414;"defect";"defect";2;2
"15415";5;3;15415;"cooperate";"cooperate";4;4
"15416";8;1;15416;"cooperate";"cooperate";4;4
"15417";2;1;15417;"cooperate";"cooperate";4;4
"15418";7;4;15418;"defect";"defect";2;2
"15419";6;5;15419;"defect";"defect";2;2
"15420";3;8;15420;"cooperate";"cooperate";4;4
"15421";2;5;15421;"cooperate";"cooperate";4;4
"15422";1;7;15422;"cooperate";"defect";0;5
"15423";3;6;15423;"defect";"defect";2;2
"15424";4;8;15424;"defect";"defect";2;2
"15425";4;1;15425;"cooperate";"cooperate";4;4
"15426";7;6;15426;"defect";"defect";2;2
"15427";5;3;15427;"cooperate";"cooperate";4;4
"15428";2;8;15428;"cooperate";"cooperate";4;4
"15429";5;7;15429;"defect";"defect";2;2
"15430";6;3;15430;"defect";"defect";2;2
"15431";4;8;15431;"defect";"defect";2;2
"15432";2;1;15432;"cooperate";"cooperate";4;4
"15433";6;7;15433;"defect";"defect";2;2
"15434";5;8;15434;"cooperate";"cooperate";4;4
"15435";1;2;15435;"cooperate";"cooperate";4;4
"15436";3;4;15436;"defect";"defect";2;2
"15437";2;8;15437;"cooperate";"cooperate";4;4
"15438";1;6;15438;"cooperate";"defect";0;5
"15439";4;7;15439;"defect";"defect";2;2
"15440";3;5;15440;"cooperate";"cooperate";4;4
"15441";4;2;15441;"defect";"defect";2;2
"15442";3;7;15442;"defect";"defect";2;2
"15443";8;1;15443;"cooperate";"cooperate";4;4
"15444";6;5;15444;"defect";"defect";2;2
"15445";7;5;15445;"defect";"defect";2;2
"15446";3;6;15446;"defect";"defect";2;2
"15447";2;8;15447;"cooperate";"cooperate";4;4
"15448";4;1;15448;"defect";"cooperate";5;0
"15449";7;2;15449;"defect";"defect";2;2
"15450";8;6;15450;"defect";"defect";2;2
"15451";1;3;15451;"cooperate";"cooperate";4;4
"15452";4;5;15452;"defect";"defect";2;2
"15453";2;8;15453;"cooperate";"cooperate";4;4
"15454";6;1;15454;"defect";"cooperate";5;0
"15455";5;4;15455;"defect";"defect";2;2
"15456";7;3;15456;"defect";"defect";2;2
"15457";3;4;15457;"defect";"defect";2;2
"15458";5;1;15458;"cooperate";"cooperate";4;4
"15459";8;2;15459;"cooperate";"cooperate";4;4
"15460";7;6;15460;"defect";"defect";2;2
"15461";7;1;15461;"defect";"cooperate";5;0
"15462";5;2;15462;"cooperate";"cooperate";4;4
"15463";6;8;15463;"defect";"defect";2;2
"15464";4;3;15464;"defect";"defect";2;2
"15465";7;2;15465;"defect";"defect";2;2
"15466";4;1;15466;"defect";"cooperate";5;0
"15467";8;6;15467;"defect";"defect";2;2
"15468";3;5;15468;"cooperate";"cooperate";4;4
"15469";5;7;15469;"defect";"defect";2;2
"15470";6;8;15470;"defect";"defect";2;2
"15471";1;2;15471;"cooperate";"cooperate";4;4
"15472";3;4;15472;"defect";"defect";2;2
"15473";7;2;15473;"defect";"defect";2;2
"15474";6;5;15474;"defect";"defect";2;2
"15475";8;1;15475;"cooperate";"cooperate";4;4
"15476";4;3;15476;"defect";"defect";2;2
"15477";5;6;15477;"defect";"defect";2;2
"15478";8;3;15478;"cooperate";"cooperate";4;4
"15479";4;2;15479;"defect";"defect";2;2
"15480";1;7;15480;"cooperate";"defect";0;5
"15481";8;1;15481;"cooperate";"cooperate";4;4
"15482";2;4;15482;"defect";"defect";2;2
"15483";6;5;15483;"defect";"defect";2;2
"15484";7;3;15484;"defect";"defect";2;2
"15485";7;1;15485;"defect";"cooperate";5;0
"15486";6;2;15486;"defect";"defect";2;2
"15487";3;5;15487;"cooperate";"cooperate";4;4
"15488";4;8;15488;"defect";"defect";2;2
"15489";4;6;15489;"defect";"defect";2;2
"15490";2;7;15490;"defect";"defect";2;2
"15491";1;3;15491;"cooperate";"cooperate";4;4
"15492";5;8;15492;"cooperate";"cooperate";4;4
"15493";8;5;15493;"cooperate";"cooperate";4;4
"15494";7;2;15494;"defect";"defect";2;2
"15495";4;3;15495;"defect";"defect";2;2
"15496";1;6;15496;"cooperate";"defect";0;5
"15497";4;6;15497;"defect";"defect";2;2
"15498";5;1;15498;"cooperate";"cooperate";4;4
"15499";2;3;15499;"cooperate";"cooperate";4;4
"15500";8;7;15500;"defect";"defect";2;2
"15501";8;1;15501;"cooperate";"cooperate";4;4
"15502";7;6;15502;"defect";"defect";2;2
"15503";5;2;15503;"cooperate";"cooperate";4;4
"15504";4;3;15504;"defect";"defect";2;2
"15505";1;5;15505;"cooperate";"cooperate";4;4
"15506";7;3;15506;"defect";"defect";2;2
"15507";6;4;15507;"defect";"defect";2;2
"15508";2;8;15508;"cooperate";"cooperate";4;4
"15509";7;2;15509;"defect";"defect";2;2
"15510";6;4;15510;"defect";"defect";2;2
"15511";5;8;15511;"cooperate";"cooperate";4;4
"15512";3;1;15512;"cooperate";"cooperate";4;4
"15513";7;1;15513;"defect";"cooperate";5;0
"15514";2;6;15514;"defect";"defect";2;2
"15515";5;8;15515;"cooperate";"cooperate";4;4
"15516";4;3;15516;"defect";"defect";2;2
"15517";8;7;15517;"defect";"defect";2;2
"15518";4;5;15518;"defect";"defect";2;2
"15519";3;6;15519;"defect";"defect";2;2
"15520";2;1;15520;"cooperate";"cooperate";4;4
"15521";4;3;15521;"defect";"defect";2;2
"15522";1;6;15522;"cooperate";"defect";0;5
"15523";8;7;15523;"defect";"defect";2;2
"15524";5;2;15524;"cooperate";"cooperate";4;4
"15525";3;6;15525;"defect";"defect";2;2
"15526";1;7;15526;"cooperate";"defect";0;5
"15527";2;8;15527;"cooperate";"cooperate";4;4
"15528";4;5;15528;"defect";"defect";2;2
"15529";7;6;15529;"defect";"defect";2;2
"15530";4;2;15530;"defect";"defect";2;2
"15531";8;5;15531;"cooperate";"cooperate";4;4
"15532";3;1;15532;"cooperate";"cooperate";4;4
"15533";5;2;15533;"cooperate";"cooperate";4;4
"15534";3;1;15534;"cooperate";"cooperate";4;4
"15535";7;4;15535;"defect";"defect";2;2
"15536";6;8;15536;"defect";"defect";2;2
"15537";3;6;15537;"defect";"defect";2;2
"15538";7;2;15538;"defect";"defect";2;2
"15539";5;4;15539;"defect";"defect";2;2
"15540";8;1;15540;"cooperate";"cooperate";4;4
"15541";8;7;15541;"defect";"defect";2;2
"15542";6;2;15542;"defect";"defect";2;2
"15543";5;4;15543;"defect";"defect";2;2
"15544";3;1;15544;"cooperate";"cooperate";4;4
"15545";4;1;15545;"defect";"cooperate";5;0
"15546";7;6;15546;"defect";"defect";2;2
"15547";2;5;15547;"cooperate";"cooperate";4;4
"15548";3;8;15548;"cooperate";"cooperate";4;4
"15549";3;4;15549;"defect";"defect";2;2
"15550";2;8;15550;"cooperate";"cooperate";4;4
"15551";7;6;15551;"defect";"defect";2;2
"15552";1;5;15552;"cooperate";"cooperate";4;4
"15553";4;7;15553;"defect";"defect";2;2
"15554";6;1;15554;"defect";"cooperate";5;0
"15555";5;2;15555;"cooperate";"cooperate";4;4
"15556";3;8;15556;"cooperate";"cooperate";4;4
"15557";1;8;15557;"cooperate";"cooperate";4;4
"15558";2;4;15558;"defect";"defect";2;2
"15559";5;3;15559;"cooperate";"cooperate";4;4
"15560";6;7;15560;"defect";"defect";2;2
"15561";2;4;15561;"defect";"defect";2;2
"15562";1;5;15562;"cooperate";"cooperate";4;4
