round,id1,id2,bid1,bid2
2459,22,23,defect,defect
2460,24,21,defect,defect
2461,18,8,cooperate,defect
2462,5,21,defect,defect
2463,22,17,cooperate,cooperate
2464,1,14,cooperate,cooperate
2465,19,10,defect,defect
2466,15,23,defect,defect
2467,11,13,defect,cooperate
2468,4,20,defect,cooperate
2469,7,2,defect,cooperate
2470,24,3,defect,defect
2471,9,6,defect,defect
2472,12,16,defect,defect
2473,22,20,cooperate,cooperate
2474,2,8,cooperate,defect
2475,10,14,cooperate,cooperate
2476,24,13,defect,defect
2477,16,6,defect,defect
2478,3,4,defect,defect
2479,19,1,cooperate,cooperate
2480,17,23,defect,defect
2481,18,7,defect,defect
2482,11,9,cooperate,defect
2483,15,5,defect,defect
2484,12,21,defect,defect
2485,6,8,cooperate,defect
2486,11,1,defect,cooperate
2487,10,21,defect,defect
2488,19,5,defect,defect
2489,16,2,defect,cooperate
2490,14,13,cooperate,cooperate
2491,17,3,cooperate,cooperate
2492,24,20,defect,cooperate
2493,12,4,defect,defect
2494,15,22,defect,defect
2495,18,23,defect,defect
2496,7,9,defect,defect
2497,22,16,defect,defect
2498,7,3,cooperate,cooperate
2499,2,8,cooperate,defect
2500,17,20,cooperate,cooperate
2501,11,15,defect,defect
2502,9,21,defect,defect
2503,14,4,defect,defect
2504,23,18,defect,defect
2505,5,19,defect,defect
2506,1,13,cooperate,cooperate
2507,24,12,defect,defect
2508,10,6,cooperate,defect
2509,4,5,defect,defect
2510,11,9,defect,defect
2511,16,20,defect,cooperate
2512,10,15,defect,defect
2513,18,3,defect,defect
2514,13,21,cooperate,cooperate
2515,24,22,defect,cooperate
2516,23,8,defect,defect
2517,1,7,cooperate,cooperate
2518,6,14,cooperate,cooperate
2519,2,17,cooperate,cooperate
2520,19,12,defect,defect
2521,20,18,cooperate,defect
2522,19,3,cooperate,cooperate
2523,23,17,defect,defect
2524,15,5,defect,defect
2525,1,6,cooperate,cooperate
2526,9,7,defect,defect
2527,21,22,cooperate,cooperate
2528,13,11,defect,cooperate
2529,4,14,defect,defect
2530,12,24,defect,defect
2531,16,10,defect,defect
2532,2,8,cooperate,defect
2533,13,17,cooperate,cooperate
2534,12,6,defect,defect
2535,15,1,defect,cooperate
2536,7,3,cooperate,cooperate
2537,24,9,defect,defect
2538,4,11,defect,cooperate
2539,2,21,cooperate,cooperate
2540,5,8,defect,defect
2541,22,18,defect,defect
2542,19,23,defect,defect
2543,20,16,cooperate,defect
2544,10,14,defect,defect
2545,24,19,defect,defect
2546,18,13,cooperate,cooperate
2547,7,21,defect,defect
2548,14,3,cooperate,cooperate
2549,10,8,defect,cooperate
2550,22,11,defect,defect
2551,17,2,cooperate,cooperate
2552,15,6,defect,defect
2553,4,1,defect,defect
2554,5,20,defect,cooperate
2555,9,16,defect,defect
2556,23,12,defect,defect
2557,23,21,defect,defect
2558,18,13,defect,cooperate
2559,3,12,defect,defect
2560,9,1,defect,defect
2561,6,15,defect,defect
2562,17,16,defect,defect
2563,4,11,defect,defect
2564,24,20,defect,cooperate
2565,22,19,defect,defect
2566,8,10,defect,cooperate
2567,7,2,defect,cooperate
2568,5,14,defect,defect
2569,5,12,defect,defect
2570,13,6,cooperate,cooperate
2571,17,9,defect,defect
2572,10,11,defect,defect
2573,7,18,defect,defect
2574,14,16,defect,defect
2575,20,24,cooperate,defect
2576,23,21,defect,defect
2577,8,1,cooperate,defect
2578,19,15,defect,defect
2579,22,2,cooperate,cooperate
2580,4,3,defect,defect
2581,9,4,defect,defect
2582,12,15,defect,defect
2583,20,22,cooperate,cooperate
2584,16,6,defect,defect
2585,18,23,defect,defect
2586,14,2,cooperate,cooperate
2587,11,19,defect,defect
2588,24,21,defect,defect
2589,10,5,defect,defect
2590,8,13,defect,defect
2591,7,17,cooperate,cooperate
2592,3,1,cooperate,cooperate
2593,2,21,cooperate,cooperate
2594,22,20,cooperate,cooperate
2595,17,8,defect,cooperate
2596,6,7,cooperate,cooperate
2597,4,16,defect,defect
2598,10,14,cooperate,cooperate
2599,18,15,defect,defect
2600,1,12,defect,defect
2601,19,23,defect,defect
2602,24,3,defect,defect
2603,13,11,cooperate,cooperate
2604,5,9,defect,defect
2605,23,24,defect,defect
2606,3,17,cooperate,cooperate
2607,13,9,defect,defect
2608,6,4,defect,defect
2609,7,10,defect,cooperate
2610,15,22,defect,defect
2611,16,1,defect,cooperate
2612,2,14,cooperate,cooperate
2613,20,18,cooperate,defect
2614,21,11,cooperate,defect
2615,19,12,defect,defect
2616,5,8,defect,cooperate
2617,15,24,defect,defect
2618,4,22,defect,defect
2619,5,12,defect,defect
2620,18,7,defect,defect
2621,11,9,cooperate,defect
2622,8,14,defect,cooperate
2623,17,16,defect,defect
2624,21,2,cooperate,cooperate
2625,13,23,defect,defect
2626,10,20,cooperate,cooperate
2627,19,1,cooperate,cooperate
2628,3,6,cooperate,cooperate
2629,9,17,defect,defect
2630,2,24,cooperate,cooperate
2631,18,1,cooperate,defect
2632,13,22,cooperate,cooperate
2633,3,10,defect,cooperate
2634,12,4,defect,defect
2635,5,11,defect,defect
2636,21,8,defect,cooperate
2637,16,23,defect,defect
2638,19,7,cooperate,cooperate
2639,6,15,defect,defect
2640,20,14,cooperate,cooperate
2641,22,23,defect,defect
2642,18,13,cooperate,defect
2643,5,10,defect,defect
2644,4,17,defect,defect
2645,6,8,cooperate,defect
2646,11,21,cooperate,cooperate
2647,7,14,cooperate,cooperate
2648,12,16,defect,defect
2649,2,9,cooperate,defect
2650,1,24,defect,defect
2651,3,19,cooperate,cooperate
2652,20,15,cooperate,defect
2653,14,9,defect,defect
2654,21,15,defect,defect
2655,13,6,cooperate,cooperate
2656,20,18,cooperate,cooperate
2657,2,16,cooperate,defect
2658,10,12,defect,defect
2659,24,7,cooperate,defect
2660,1,5,defect,defect
2661,22,19,defect,defect
2662,17,23,defect,defect
2663,4,3,defect,defect
2664,8,11,defect,cooperate
2665,19,6,cooperate,cooperate
2666,8,24,defect,defect
2667,2,21,cooperate,cooperate
2668,18,13,cooperate,cooperate
2669,14,5,defect,defect
2670,9,15,defect,defect
2671,12,17,defect,defect
2672,3,7,cooperate,cooperate
2673,20,10,cooperate,cooperate
2674,11,23,defect,defect
2675,22,4,defect,defect
2676,1,16,cooperate,defect
2677,15,19,defect,defect
2678,6,7,cooperate,cooperate
2679,23,1,defect,defect
2680,16,2,cooperate,cooperate
2681,17,14,cooperate,cooperate
2682,8,20,defect,cooperate
2683,4,24,defect,defect
2684,11,9,cooperate,defect
2685,21,12,defect,defect
2686,5,10,defect,defect
2687,22,13,cooperate,cooperate
2688,3,18,defect,defect
2689,18,2,cooperate,cooperate
2690,9,7,defect,defect
2691,12,8,defect,cooperate
2692,15,4,defect,defect
2693,21,1,cooperate,cooperate
2694,24,6,defect,defect
2695,23,14,defect,defect
2696,11,10,defect,cooperate
2697,17,16,defect,defect
2698,13,5,defect,defect
2699,20,3,cooperate,cooperate
2700,19,22,defect,defect
2701,22,20,cooperate,cooperate
2702,13,19,cooperate,cooperate
2703,6,14,cooperate,cooperate
2704,3,7,cooperate,cooperate
2705,23,5,defect,defect
2706,17,18,defect,defect
2707,1,21,cooperate,cooperate
2708,12,11,defect,cooperate
2709,16,15,defect,defect
2710,4,8,defect,cooperate
2711,24,9,defect,defect
2712,2,10,cooperate,cooperate
2713,14,17,cooperate,cooperate
2714,9,1,defect,cooperate
2715,15,12,defect,defect
2716,16,21,defect,defect
2717,19,2,cooperate,cooperate
2718,24,5,defect,defect
2719,8,3,cooperate,defect
2720,22,13,cooperate,cooperate
2721,6,7,cooperate,cooperate
2722,10,4,defect,defect
2723,20,11,cooperate,cooperate
2724,18,23,defect,defect
2725,10,21,defect,defect
2726,17,19,cooperate,cooperate
2727,9,2,defect,cooperate
2728,15,6,defect,defect
2729,24,13,defect,defect
2730,14,7,cooperate,cooperate
2731,20,5,cooperate,defect
2732,3,12,defect,defect
2733,23,4,defect,defect
2734,16,8,defect,cooperate
2735,1,11,defect,defect
2736,18,22,cooperate,cooperate
2737,4,5,defect,defect
2738,24,19,cooperate,defect
2739,6,13,cooperate,cooperate
2740,3,10,defect,defect
2741,9,22,defect,defect
2742,15,8,defect,defect
2743,17,11,defect,defect
2744,2,7,cooperate,defect
2745,23,12,defect,defect
2746,20,18,cooperate,cooperate
2747,1,21,cooperate,cooperate
2748,14,16,defect,defect
2749,10,8,cooperate,cooperate
2750,21,16,defect,defect
2751,12,1,defect,defect
2752,18,19,defect,defect
2753,24,11,cooperate,cooperate
2754,22,7,cooperate,defect
2755,23,3,defect,defect
2756,4,9,defect,defect
2757,13,5,defect,defect
2758,15,2,defect,cooperate
2759,20,17,cooperate,cooperate
2760,14,6,cooperate,cooperate
2761,15,17,defect,defect
2762,12,10,defect,defect
2763,23,8,defect,cooperate
2764,14,13,cooperate,cooperate
2765,4,18,defect,defect
2766,24,7,defect,cooperate
2767,11,2,defect,cooperate
2768,16,3,defect,defect
2769,5,20,defect,cooperate
2770,9,22,defect,defect
2771,21,6,cooperate,cooperate
2772,1,19,cooperate,cooperate
2773,8,10,defect,cooperate
2774,16,4,defect,defect
2775,21,13,cooperate,cooperate
2776,18,11,defect,defect
2777,9,2,defect,cooperate
2778,15,3,defect,defect
2779,22,24,cooperate,defect
2780,6,1,cooperate,cooperate
2781,14,20,cooperate,cooperate
2782,23,17,defect,defect
2783,7,12,defect,defect
2784,5,19,defect,defect
2785,19,5,defect,defect
2786,7,21,defect,defect
2787,13,10,cooperate,cooperate
2788,9,12,defect,defect
2789,24,15,defect,defect
2790,6,23,defect,defect
2791,11,17,defect,defect
2792,3,8,defect,cooperate
2793,18,20,cooperate,cooperate
2794,14,22,cooperate,cooperate
2795,16,2,defect,cooperate
2796,4,1,defect,defect
2797,11,20,defect,cooperate
2798,23,19,defect,defect
2799,10,5,defect,defect
2800,18,2,cooperate,cooperate
2801,24,3,defect,defect
2802,21,13,cooperate,cooperate
2803,4,9,defect,defect
2804,17,7,cooperate,cooperate
2805,16,22,defect,defect
2806,15,12,defect,defect
2807,14,1,cooperate,cooperate
2808,8,6,cooperate,defect
2809,20,5,cooperate,defect
2810,11,10,cooperate,defect
2811,4,17,defect,defect
2812,1,15,cooperate,defect
2813,12,24,defect,defect
2814,18,9,defect,defect
2815,23,19,defect,defect
2816,7,8,defect,cooperate
2817,22,16,defect,defect
2818,14,13,cooperate,cooperate
2819,3,21,cooperate,cooperate
2820,2,6,cooperate,cooperate
2821,18,5,defect,defect
2822,6,14,cooperate,cooperate
2823,4,2,defect,cooperate
2824,23,12,defect,defect
2825,24,15,defect,defect
2826,7,19,cooperate,cooperate
2827,17,9,defect,defect
2828,13,8,defect,cooperate
2829,1,20,cooperate,cooperate
2830,11,22,cooperate,defect
2831,3,10,defect,cooperate
2832,16,21,defect,defect
2833,5,11,defect,cooperate
2834,24,22,defect,defect
2835,2,7,cooperate,defect
2836,10,14,cooperate,cooperate
2837,1,18,cooperate,defect
2838,21,4,defect,defect
2839,3,8,defect,defect
2840,13,15,defect,defect
2841,16,6,defect,defect
2842,20,23,cooperate,defect
2843,9,12,defect,defect
2844,19,17,cooperate,cooperate
2845,23,5,defect,defect
2846,12,21,defect,defect
2847,13,22,cooperate,cooperate
2848,3,19,cooperate,cooperate
2849,1,24,defect,defect
2850,11,2,defect,cooperate
2851,9,8,defect,cooperate
2852,7,6,cooperate,cooperate
2853,18,4,defect,defect
2854,20,10,cooperate,cooperate
2855,14,15,defect,defect
2856,16,17,defect,defect
2857,17,19,cooperate,cooperate
2858,14,20,cooperate,cooperate
2859,13,22,cooperate,cooperate
2860,2,10,cooperate,cooperate
2861,9,24,defect,defect
2862,16,21,defect,defect
2863,7,6,cooperate,cooperate
2864,1,5,defect,defect
2865,11,3,defect,defect
2866,18,23,defect,defect
2867,12,15,defect,defect
2868,4,8,defect,cooperate
2869,6,12,defect,defect
2870,24,15,defect,defect
2871,18,2,defect,cooperate
2872,5,17,defect,defect
2873,23,19,defect,defect
2874,13,10,cooperate,cooperate
2875,20,14,cooperate,cooperate
2876,1,16,cooperate,defect
2877,7,4,defect,defect
2878,9,8,defect,cooperate
2879,11,21,defect,cooperate
2880,22,3,defect,defect
2881,8,13,defect,cooperate
2882,12,2,defect,cooperate
2883,14,5,defect,defect
2884,9,18,defect,defect
2885,4,11,defect,cooperate
2886,7,22,cooperate,defect
2887,21,23,defect,defect
2888,19,1,cooperate,cooperate
2889,15,10,defect,defect
2890,3,24,defect,defect
2891,6,20,cooperate,cooperate
2892,17,16,defect,defect
2893,18,1,cooperate,defect
2894,20,5,cooperate,defect
2895,7,11,defect,defect
2896,2,24,cooperate,cooperate
2897,22,10,cooperate,defect
2898,19,21,cooperate,cooperate
2899,16,9,defect,defect
2900,23,12,defect,defect
2901,6,14,cooperate,cooperate
2902,13,4,defect,defect
2903,8,15,defect,defect
2904,3,17,cooperate,cooperate
2905,4,1,defect,defect
2906,23,15,defect,defect
2907,3,9,defect,defect
2908,7,19,cooperate,cooperate
2909,8,13,cooperate,defect
2910,11,5,cooperate,defect
2911,10,21,cooperate,defect
2912,24,17,defect,defect
2913,16,22,cooperate,defect
2914,18,12,defect,defect
2915,2,20,cooperate,cooperate
2916,6,14,cooperate,cooperate
2917,8,10,cooperate,cooperate
2918,22,2,cooperate,cooperate
2919,18,12,defect,defect
2920,21,16,defect,defect
2921,23,9,defect,defect
2922,4,13,defect,defect
2923,19,15,defect,defect
2924,5,17,defect,defect
2925,7,3,cooperate,cooperate
2926,11,6,cooperate,defect
2927,1,24,cooperate,defect
2928,14,20,cooperate,cooperate
2929,13,11,cooperate,defect
2930,5,20,defect,cooperate
2931,6,22,cooperate,cooperate
2932,9,16,defect,defect
2933,23,24,defect,defect
2934,15,17,defect,defect
2935,14,8,cooperate,defect
2936,12,1,defect,defect
2937,19,10,defect,defect
2938,21,7,defect,defect
2939,18,4,defect,defect
2940,2,3,cooperate,cooperate
2941,9,6,defect,defect
2942,15,22,defect,defect
2943,7,13,cooperate,cooperate
2944,21,23,defect,defect
2945,4,24,defect,defect
2946,1,17,cooperate,cooperate
2947,11,16,defect,defect
2948,3,5,defect,defect
2949,8,19,cooperate,defect
2950,20,18,cooperate,cooperate
2951,2,10,cooperate,cooperate
2952,14,12,defect,defect
2953,24,19,defect,defect
2954,14,7,cooperate,cooperate
2955,4,23,defect,defect
2956,2,16,cooperate,cooperate
2957,6,13,cooperate,cooperate
2958,8,12,cooperate,defect
2959,11,18,defect,defect
2960,1,17,cooperate,cooperate
2961,20,3,cooperate,cooperate
2962,5,21,defect,defect
2963,9,22,defect,defect
2964,10,15,defect,defect
2965,1,6,cooperate,cooperate
2966,18,20,cooperate,cooperate
2967,10,14,cooperate,cooperate
2968,21,15,defect,defect
2969,5,19,defect,defect
2970,4,23,defect,defect
2971,16,8,cooperate,defect
2972,11,7,defect,defect
2973,9,2,defect,cooperate
2974,3,24,defect,defect
2975,22,13,cooperate,cooperate
2976,12,17,defect,defect
2977,6,24,defect,defect
2978,16,21,defect,defect
2979,8,1,cooperate,cooperate
2980,15,4,defect,defect
2981,10,23,defect,defect
2982,7,17,cooperate,cooperate
2983,9,3,defect,defect
2984,20,19,cooperate,cooperate
2985,14,22,cooperate,cooperate
2986,12,11,defect,cooperate
2987,18,5,defect,defect
2988,2,13,cooperate,cooperate
2989,2,5,cooperate,defect
2990,12,9,defect,defect
2991,15,14,defect,defect
2992,1,10,defect,cooperate
2993,21,22,cooperate,cooperate
2994,3,23,defect,defect
2995,24,6,defect,defect
2996,20,16,cooperate,defect
2997,4,19,defect,defect
2998,11,18,cooperate,defect
2999,7,17,cooperate,cooperate
3000,13,8,cooperate,cooperate
3001,14,3,cooperate,cooperate
3002,1,16,defect,defect
3003,19,13,cooperate,cooperate
3004,11,18,defect,defect
3005,21,20,cooperate,cooperate
3006,23,4,defect,defect
3007,22,10,defect,cooperate
3008,17,5,defect,defect
3009,12,2,defect,cooperate
3010,8,24,defect,cooperate
3011,9,15,defect,defect
3012,6,7,cooperate,cooperate
3013,21,5,defect,defect
3014,14,7,cooperate,cooperate
3015,22,2,cooperate,cooperate
3016,11,17,defect,defect
3017,15,23,defect,defect
3018,12,18,defect,defect
3019,9,8,defect,defect
3020,20,24,cooperate,defect
3021,4,1,defect,defect
3022,16,13,defect,defect
3023,6,19,cooperate,cooperate
3024,3,10,defect,cooperate
3025,13,24,defect,defect
3026,3,12,defect,defect
3027,23,18,defect,defect
3028,10,9,defect,defect
3029,1,4,defect,defect
3030,11,17,defect,defect
3031,15,6,defect,defect
3032,16,21,defect,defect
3033,2,22,cooperate,cooperate
3034,14,7,cooperate,cooperate
3035,20,5,cooperate,defect
3036,8,19,cooperate,defect
3037,15,2,defect,cooperate
3038,5,4,defect,defect
3039,8,22,cooperate,defect
3040,21,12,defect,defect
3041,7,23,defect,defect
3042,10,24,defect,defect
3043,14,3,cooperate,cooperate
3044,19,17,cooperate,cooperate
3045,9,11,defect,cooperate
3046,6,20,cooperate,cooperate
3047,1,16,defect,defect
3048,13,18,cooperate,defect
3049,3,4,defect,defect
3050,13,12,defect,defect
3051,15,17,defect,defect
3052,9,5,defect,defect
3053,19,7,cooperate,cooperate
3054,21,2,cooperate,cooperate
3055,23,11,defect,cooperate
3056,22,20,cooperate,cooperate
3057,24,6,defect,defect
3058,18,14,cooperate,defect
3059,10,16,defect,defect
3060,8,1,defect,cooperate
3061,1,9,cooperate,defect
3062,4,18,defect,defect
3063,5,14,defect,defect
3064,6,19,cooperate,cooperate
3065,10,24,defect,defect
3066,17,20,cooperate,cooperate
3067,2,8,cooperate,defect
3068,11,22,cooperate,cooperate
3069,23,3,defect,defect
3070,12,15,defect,defect
3071,13,7,cooperate,cooperate
3072,21,16,defect,defect
3073,17,21,cooperate,cooperate
3074,16,8,defect,defect
3075,23,5,defect,defect
3076,18,4,defect,defect
3077,7,3,cooperate,cooperate
3078,14,22,cooperate,cooperate
3079,15,2,defect,cooperate
3080,13,12,defect,defect
3081,24,19,cooperate,defect
3082,20,10,cooperate,cooperate
3083,6,1,cooperate,cooperate
3084,11,9,defect,defect
3085,15,13,defect,defect
3086,5,4,defect,defect
3087,19,11,defect,cooperate
3088,21,14,cooperate,cooperate
3089,10,24,cooperate,defect
3090,22,7,defect,defect
3091,2,23,cooperate,defect
3092,8,6,defect,cooperate
3093,17,12,defect,defect
3094,3,9,defect,defect
3095,18,1,cooperate,cooperate
3096,20,16,cooperate,defect
3097,21,3,cooperate,cooperate
3098,15,12,defect,defect
3099,8,17,defect,cooperate
3100,9,13,defect,defect
3101,20,4,cooperate,defect
3102,1,23,defect,defect
3103,6,10,cooperate,cooperate
3104,18,11,defect,cooperate
3105,22,24,defect,defect
3106,5,2,defect,cooperate
3107,19,16,defect,cooperate
3108,14,7,cooperate,cooperate
3109,19,24,defect,defect
3110,17,16,defect,defect
3111,9,11,defect,cooperate
3112,13,4,defect,defect
3113,15,21,defect,defect
3114,18,22,cooperate,cooperate
3115,8,23,cooperate,defect
3116,6,14,cooperate,cooperate
3117,20,10,cooperate,cooperate
3118,7,1,cooperate,cooperate
3119,3,12,defect,defect
3120,5,2,defect,cooperate
3121,14,13,cooperate,cooperate
3122,10,22,cooperate,defect
3123,24,16,defect,defect
3124,17,11,defect,defect
3125,6,4,defect,defect
3126,20,15,cooperate,defect
3127,23,3,defect,defect
3128,1,18,cooperate,cooperate
3129,19,12,defect,defect
3130,9,2,defect,cooperate
3131,8,7,defect,defect
3132,21,5,defect,defect
3133,16,1,defect,defect
3134,14,24,defect,defect
3135,11,18,cooperate,defect
3136,6,19,cooperate,cooperate
3137,7,4,defect,defect
3138,3,5,defect,defect
3139,15,13,defect,defect
3140,20,22,cooperate,cooperate
3141,8,23,defect,defect
3142,12,9,defect,defect
3143,10,17,defect,cooperate
3144,21,2,cooperate,cooperate
3145,16,12,defect,defect
3146,24,21,defect,defect
3147,9,4,defect,defect
3148,14,22,cooperate,cooperate
3149,11,6,cooperate,cooperate
3150,15,18,defect,defect
3151,19,1,cooperate,cooperate
3152,7,17,cooperate,cooperate
3153,8,23,defect,defect
3154,3,10,defect,defect
3155,2,13,cooperate,cooperate
3156,20,5,cooperate,defect
3157,3,9,defect,defect
3158,24,5,defect,defect
3159,13,17,cooperate,cooperate
3160,12,10,defect,defect
3161,20,11,cooperate,cooperate
3162,14,15,defect,defect
3163,19,6,cooperate,cooperate
3164,18,21,cooperate,cooperate
3165,7,4,defect,defect
3166,2,1,cooperate,cooperate
3167,8,22,defect,cooperate
3168,23,16,defect,defect
3169,3,12,defect,defect
3170,20,18,cooperate,cooperate
3171,8,21,defect,cooperate
3172,7,5,defect,defect
3173,14,24,defect,defect
3174,9,23,defect,defect
3175,2,19,cooperate,cooperate
3176,10,13,cooperate,cooperate
3177,15,22,defect,defect
3178,6,11,cooperate,cooperate
3179,1,17,cooperate,cooperate
3180,16,4,cooperate,defect
3181,22,1,cooperate,cooperate
3182,5,16,defect,defect
3183,3,11,defect,cooperate
3184,8,9,defect,defect
3185,15,23,defect,defect
3186,13,21,cooperate,cooperate
3187,4,24,defect,defect
3188,12,18,defect,defect
3189,6,7,cooperate,cooperate
3190,2,20,cooperate,cooperate
3191,19,14,cooperate,cooperate
3192,10,17,cooperate,defect
3193,24,8,defect,defect
3194,11,3,defect,defect
3195,15,18,defect,defect
3196,9,13,defect,defect
3197,22,23,defect,defect
3198,14,21,cooperate,cooperate
3199,20,10,cooperate,cooperate
3200,12,16,defect,cooperate
3201,19,17,cooperate,cooperate
3202,2,6,cooperate,cooperate
3203,1,7,cooperate,cooperate
3204,4,5,defect,defect
3205,7,14,cooperate,cooperate
3206,20,19,cooperate,cooperate
3207,2,16,cooperate,cooperate
3208,6,22,cooperate,cooperate
3209,23,5,defect,defect
3210,21,3,cooperate,cooperate
3211,13,24,defect,defect
3212,4,10,defect,defect
3213,18,9,defect,defect
3214,11,1,defect,cooperate
3215,15,12,defect,defect
3216,8,17,cooperate,defect
3217,18,20,defect,cooperate
3218,16,10,defect,cooperate
3219,11,9,defect,defect
3220,24,14,defect,defect
3221,17,6,cooperate,cooperate
3222,4,19,defect,defect
3223,1,22,cooperate,cooperate
3224,5,8,defect,cooperate
3225,15,12,defect,defect
3226,3,13,cooperate,cooperate
3227,7,2,defect,cooperate
3228,21,23,defect,defect
3229,6,23,defect,defect
3230,10,4,defect,defect
3231,8,15,cooperate,defect
3232,17,13,cooperate,cooperate
3233,1,21,cooperate,cooperate
3234,5,3,defect,defect
3235,9,2,defect,cooperate
3236,18,22,cooperate,cooperate
3237,12,19,defect,defect
3238,7,24,defect,defect
3239,14,11,cooperate,defect
3240,16,20,defect,cooperate
3241,14,18,cooperate,defect
3242,13,1,cooperate,cooperate
3243,11,6,defect,cooperate
3244,21,5,defect,defect
3245,9,8,defect,cooperate
3246,17,23,defect,defect
3247,16,20,defect,cooperate
3248,22,4,defect,defect
3249,2,12,cooperate,defect
3250,3,15,defect,defect
3251,7,24,defect,defect
3252,10,19,defect,defect
3253,3,17,cooperate,cooperate
3254,23,22,defect,defect
3255,16,1,defect,defect
3256,2,13,cooperate,cooperate
3257,7,5,defect,defect
3258,15,24,defect,defect
3259,8,19,defect,defect
3260,20,18,cooperate,cooperate
3261,14,11,defect,defect
3262,4,9,defect,defect
3263,6,12,defect,defect
3264,10,21,defect,cooperate
3265,23,8,defect,defect
3266,2,16,cooperate,defect
3267,17,7,cooperate,cooperate
3268,21,10,cooperate,cooperate
3269,19,12,defect,defect
3270,9,14,defect,defect
3271,1,24,defect,defect
3272,13,3,cooperate,cooperate
3273,6,11,defect,defect
3274,15,4,defect,defect
3275,5,22,defect,defect
3276,18,20,defect,cooperate
3277,2,17,cooperate,cooperate
3278,20,18,cooperate,cooperate
3279,9,12,defect,defect
3280,16,1,defect,defect
3281,11,5,defect,defect
3282,23,3,defect,defect
3283,22,14,cooperate,cooperate
3284,10,6,defect,cooperate
3285,7,13,cooperate,cooperate
3286,4,19,defect,defect
3287,21,15,defect,defect
3288,24,8,defect,defect
3289,13,9,defect,defect
3290,22,20,cooperate,cooperate
3291,21,17,cooperate,cooperate
3292,11,7,cooperate,defect
3293,24,16,defect,defect
3294,15,23,defect,defect
3295,1,10,cooperate,defect
3296,6,4,defect,defect
3297,3,8,defect,defect
3298,18,5,defect,defect
3299,12,19,defect,defect
3300,14,2,cooperate,cooperate
3301,1,19,cooperate,cooperate
3302,21,16,defect,defect
3303,2,3,cooperate,cooperate
3304,18,4,defect,defect
3305,8,22,defect,defect
3306,11,20,defect,cooperate
3307,15,5,defect,defect
3308,17,12,defect,defect
3309,6,10,defect,defect
3310,14,13,cooperate,cooperate
3311,9,7,defect,defect
3312,23,24,defect,defect
3313,14,16,defect,defect
3314,6,3,cooperate,cooperate
3315,11,15,cooperate,defect
3316,22,5,defect,defect
3317,21,23,defect,defect
3318,4,1,defect,defect
3319,7,13,cooperate,cooperate
3320,10,12,defect,defect
3321,9,8,defect,defect
3322,2,19,cooperate,cooperate
3323,20,24,cooperate,defect
3324,17,18,defect,defect
3325,13,16,defect,defect
3326,22,11,defect,defect
3327,12,20,defect,cooperate
3328,3,7,cooperate,cooperate
3329,5,9,defect,defect
3330,1,8,defect,defect
3331,24,21,defect,defect
3332,10,17,defect,cooperate
3333,18,19,defect,defect
3334,15,23,defect,defect
3335,6,14,cooperate,cooperate
3336,4,2,defect,cooperate
3337,20,2,cooperate,cooperate
3338,24,1,defect,defect
3339,4,17,defect,defect
3340,18,23,defect,defect
3341,14,3,cooperate,cooperate
3342,11,10,cooperate,defect
3343,12,16,defect,cooperate
3344,15,21,defect,defect
3345,8,19,defect,defect
3346,7,6,cooperate,cooperate
3347,22,9,defect,defect
3348,5,13,defect,defect
3349,15,3,defect,defect
3350,8,7,cooperate,defect
3351,23,1,defect,defect
3352,16,9,defect,defect
3353,24,14,defect,defect
3354,11,19,defect,defect
3355,18,10,defect,defect
3356,17,4,defect,defect
3357,12,2,defect,cooperate
3358,20,5,cooperate,defect
3359,22,6,cooperate,cooperate
3360,21,13,cooperate,cooperate
3361,7,1,cooperate,cooperate
3362,18,24,defect,defect
3363,6,17,cooperate,cooperate
3364,12,19,defect,defect
3365,16,22,cooperate,cooperate
3366,10,20,cooperate,cooperate
3367,21,2,cooperate,cooperate
3368,23,14,defect,defect
3369,11,9,defect,defect
3370,5,3,defect,defect
3371,4,15,defect,defect
3372,8,13,cooperate,cooperate
3373,17,3,cooperate,cooperate
3374,12,7,defect,defect
3375,14,20,cooperate,cooperate
3376,24,18,defect,defect
3377,13,8,cooperate,cooperate
3378,4,10,defect,defect
3379,16,6,defect,defect
3380,15,2,defect,cooperate
3381,1,11,defect,defect
3382,22,19,defect,defect
3383,5,9,defect,defect
3384,23,21,defect,defect
3385,12,15,defect,defect
3386,1,16,defect,defect
3387,9,3,defect,defect
3388,4,7,defect,defect
3389,20,21,cooperate,cooperate
3390,23,14,defect,defect
3391,24,13,defect,defect
3392,18,5,defect,defect
3393,22,11,defect,cooperate
3394,2,10,cooperate,cooperate
3395,19,17,cooperate,cooperate
3396,6,8,defect,cooperate
3397,14,12,defect,defect
3398,24,18,defect,defect
3399,22,16,defect,defect
3400,23,7,defect,defect
3401,2,8,cooperate,cooperate
3402,20,9,cooperate,defect
3403,5,15,defect,defect
3404,13,11,defect,defect
3405,3,19,cooperate,cooperate
3406,1,6,cooperate,cooperate
3407,10,17,cooperate,defect
3408,21,4,defect,defect
3409,4,17,defect,defect
3410,20,21,cooperate,cooperate
3411,24,5,defect,defect
3412,11,8,defect,defect
3413,7,19,cooperate,cooperate
3414,6,9,defect,defect
3415,16,1,defect,defect
3416,12,14,defect,defect
3417,23,2,defect,cooperate
3418,22,15,defect,defect
3419,3,13,cooperate,cooperate
3420,18,10,defect,defect
